id,shiftDate,timeIn,timeOut,shiftType,largestTip,smallestTip,stiffed,bwl,sales,tipout,totalWalkedWith,tipPercent,ppa,comments,breakthroughs,isReal,createdAt,updatedAt,JobId,UserId
5167,2016-05-26,11:00:00,19:15:00,double,49,8,0,12,573,34.38,68.76,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5168,2016-05-25,11:00:00,19:15:00,double,46,5,0,12,722,57.76,72.2,18,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5169,2016-05-22,11:00:00,19:15:00,double,26,15,0,9,506,30.36,78.94,19,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5170,2016-05-21,11:00:00,19:15:00,double,45,11,0,11,700,56,84.7,19,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5171,2016-05-20,11:00:00,19:15:00,double,55,10,0,9,1074,64.44,171.84,22,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5172,2016-05-19,11:00:00,19:15:00,double,55,6,0,6,1178,94.24,169.63,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5173,2016-05-18,11:00:00,19:15:00,double,56,8,0,10,433,34.64,34.64,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5174,2016-05-15,11:00:00,19:15:00,double,43,14,0,11,736,44.16,121.44,21,54,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5175,2016-05-14,11:00:00,19:15:00,double,31,6,0,8,1469,88.14,242.39,21,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5176,2016-05-13,11:00:00,19:15:00,double,52,4,0,13,1072,75.04,150.08,21,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5177,2016-05-12,11:00:00,19:15:00,double,41,13,0,8,883,61.81,116.56,18,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5178,2016-05-11,11:00:00,19:15:00,double,47,10,0,6,577,46.16,57.7,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5179,2016-05-08,11:00:00,19:15:00,double,26,6,0,7,610,42.7,73.81,18,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5180,2016-05-07,11:00:00,19:15:00,double,31,10,0,9,781,54.67,121.84,20,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5181,2016-05-06,11:00:00,19:15:00,double,45,7,0,14,688,55.04,90.82,19,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5182,2016-05-05,11:00:00,19:15:00,double,59,11,0,5,608,36.48,72.96,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5183,2016-05-04,11:00:00,19:15:00,double,29,13,0,5,679,54.32,89.63,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5184,2016-05-01,11:00:00,19:15:00,double,45,10,0,11,740,44.4,124.32,20,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5185,2016-04-30,11:00:00,19:15:00,double,27,11,0,10,1534,122.72,165.67,17,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5186,2016-04-29,11:00:00,19:15:00,double,44,7,0,14,675,54,74.25,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5187,2016-04-28,11:00:00,19:15:00,double,57,14,0,6,847,50.82,110.11,19,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5188,2016-04-27,11:00:00,19:15:00,double,28,4,0,9,1020,81.6,112.2,19,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5189,2016-04-24,11:00:00,19:15:00,double,29,9,0,6,1292,77.52,142.12,17,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5190,2016-04-23,11:00:00,19:15:00,double,56,9,1,18,1296,90.72,181.44,21,60,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5191,2016-04-22,11:00:00,19:15:00,double,27,7,0,8,1399,83.94,139.9,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5192,2016-04-21,11:00:00,19:15:00,double,54,9,0,6,1178,70.68,142.54,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5193,2016-04-20,11:00:00,19:15:00,double,35,9,0,5,924,55.44,166.32,21,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5194,2016-04-17,11:00:00,19:15:00,double,24,14,0,13,691,55.28,82.92,20,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5195,2016-04-16,11:00:00,19:15:00,double,34,6,0,12,1592,95.52,267.46,20,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5196,2016-04-15,11:00:00,19:15:00,double,45,8,0,14,938,56.28,131.32,20,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5197,2016-04-14,11:00:00,19:15:00,double,33,15,0,10,1072,85.76,96.48,17,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5198,2016-04-13,11:00:00,19:15:00,double,23,5,0,7,748,59.84,89.76,18,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5199,2016-04-10,11:00:00,19:15:00,double,57,10,0,10,1252,75.12,137.72,16,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5200,2016-04-09,11:00:00,19:15:00,double,34,10,0,14,1153,92.24,103.77,17,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5201,2016-04-08,11:00:00,19:15:00,double,55,10,0,12,873,69.84,136.19,21,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5202,2016-04-07,11:00:00,19:15:00,double,40,10,0,10,826,57.82,115.64,21,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5203,2016-04-06,11:00:00,19:15:00,double,42,14,0,7,1053,63.18,126.36,16,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5204,2016-04-03,11:00:00,19:15:00,double,49,12,0,6,1295,90.65,233.1,22,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5205,2016-04-02,11:00:00,19:15:00,double,49,10,0,17,1238,99.04,149.8,19,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5206,2016-04-01,11:00:00,19:15:00,double,27,9,0,8,1098,65.88,144.94,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5207,2016-03-31,11:00:00,19:15:00,double,37,14,0,8,1088,65.28,174.08,22,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5208,2016-03-30,11:00:00,19:15:00,double,57,5,0,10,723,43.38,86.76,18,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5209,2016-03-27,11:00:00,19:15:00,double,53,13,0,9,528,42.24,76.03,20,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5210,2016-03-26,11:00:00,19:15:00,double,28,11,0,18,1203,84.21,120.3,17,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5211,2016-03-25,11:00:00,19:15:00,double,40,13,0,12,1301,104.08,157.42,19,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5212,2016-03-24,11:00:00,19:15:00,double,46,5,0,7,637,50.96,56.06,16,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5213,2016-03-23,11:00:00,19:15:00,double,29,14,0,6,707,42.42,70.7,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5214,2016-03-20,11:00:00,19:15:00,double,57,8,0,6,703,56.24,92.8,19,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5215,2016-03-19,11:00:00,19:15:00,double,27,14,0,17,1412,112.96,124.26,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5216,2016-03-18,11:00:00,19:15:00,double,26,11,0,10,928,64.96,144.77,20,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5217,2016-03-17,11:00:00,19:15:00,double,55,5,0,6,675,47.25,89.1,19,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5218,2016-03-16,11:00:00,19:15:00,double,35,5,0,8,830,58.1,119.52,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5219,2016-03-13,11:00:00,19:15:00,double,22,9,0,13,529,31.74,69.83,18,38,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5220,2016-03-12,11:00:00,19:15:00,double,58,4,0,11,1550,93,279,21,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5221,2016-03-11,11:00:00,19:15:00,double,20,5,0,14,1290,77.4,198.66,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5222,2016-03-10,11:00:00,19:15:00,double,25,9,0,6,1137,79.59,162.59,20,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5223,2016-03-09,11:00:00,19:15:00,double,43,9,0,9,571,39.97,89.08,20,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5224,2016-03-06,11:00:00,19:15:00,double,20,9,0,13,1143,80.01,176.02,21,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5225,2016-03-05,11:00:00,19:15:00,double,52,12,0,15,1332,79.92,205.13,20,56,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5226,2016-03-04,11:00:00,19:15:00,double,54,5,0,7,849,59.43,130.75,21,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5227,2016-03-03,11:00:00,19:15:00,double,28,7,0,9,783,46.98,111.97,19,36,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5228,2016-03-02,11:00:00,19:15:00,double,31,11,0,8,678,40.68,67.8,16,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5229,2016-02-28,11:00:00,19:15:00,double,40,9,0,9,715,50.05,94.38,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5230,2016-02-27,11:00:00,19:15:00,double,20,10,0,16,943,66.01,155.6,22,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5231,2016-02-26,11:00:00,19:15:00,double,29,15,0,12,927,64.89,144.61,20,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5232,2016-02-25,11:00:00,19:15:00,double,37,12,0,10,604,48.32,59.8,17,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5233,2016-02-24,11:00:00,19:15:00,double,24,13,0,8,861,60.27,77.49,16,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5234,2016-02-21,11:00:00,19:15:00,double,51,4,0,10,1039,72.73,102.86,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5235,2016-02-20,11:00:00,19:15:00,double,53,13,0,11,1391,111.28,153.01,18,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5236,2016-02-19,11:00:00,19:15:00,double,36,14,0,15,1305,104.4,129.2,17,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5237,2016-02-18,11:00:00,19:15:00,double,35,15,0,7,502,35.14,60.24,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5238,2016-02-17,11:00:00,19:15:00,double,31,14,0,7,809,56.63,88.99,18,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5239,2016-02-14,11:00:00,19:15:00,double,21,14,0,12,746,44.76,98.47,18,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5240,2016-02-13,11:00:00,19:15:00,double,45,9,0,18,1209,72.54,157.17,19,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5241,2016-02-12,11:00:00,19:15:00,double,44,13,0,15,646,51.68,64.6,18,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5242,2016-02-11,11:00:00,19:15:00,double,32,5,0,6,1120,89.6,160.16,21,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5243,2016-02-10,11:00:00,19:15:00,double,45,15,0,11,1082,75.74,119.02,18,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5244,2016-02-07,11:00:00,19:15:00,double,28,6,0,10,667,46.69,93.38,21,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5245,2016-02-06,11:00:00,19:15:00,double,44,13,0,17,1116,89.28,135.04,19,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5246,2016-02-05,11:00:00,19:15:00,double,39,14,0,15,902,54.12,108.24,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5247,2016-02-04,11:00:00,19:15:00,double,30,14,0,8,664,39.84,80.34,17,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5248,2016-02-03,11:00:00,19:15:00,double,40,12,0,7,1068,74.76,149.52,21,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5249,2016-01-31,11:00:00,19:15:00,double,41,9,0,7,1254,87.78,193.12,21,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5250,2016-01-30,11:00:00,19:15:00,double,44,15,0,10,1259,75.54,196.4,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5251,2016-01-29,11:00:00,19:15:00,double,52,4,0,7,1266,88.62,167.11,19,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5252,2016-01-28,11:00:00,19:15:00,double,36,5,0,12,567,39.69,102.06,22,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5253,2016-01-27,11:00:00,19:15:00,double,55,4,0,10,719,50.33,120.79,21,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5254,2016-01-24,11:00:00,19:15:00,double,30,11,0,9,921,73.68,99.47,17,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5255,2016-01-23,11:00:00,19:15:00,double,46,11,0,9,846,59.22,121.82,19,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5256,2016-01-22,11:00:00,19:15:00,double,20,13,0,7,1369,95.83,147.85,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5257,2016-01-21,11:00:00,19:15:00,double,31,14,0,10,736,51.52,73.6,17,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5258,2016-01-20,11:00:00,19:15:00,double,58,11,0,9,1142,79.94,113.06,16,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5259,2016-01-17,11:00:00,19:15:00,double,58,13,0,10,1201,84.07,172.94,19,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5260,2016-01-16,11:00:00,19:15:00,double,51,7,0,18,989,79.12,142.42,20,59,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5261,2016-01-15,11:00:00,19:15:00,double,57,10,0,16,982,78.56,129.62,20,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5262,2016-01-14,11:00:00,19:15:00,double,59,13,0,7,878,61.46,147.5,21,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5263,2016-01-13,11:00:00,19:15:00,double,20,4,0,10,1046,62.76,126.57,17,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5264,2016-01-10,11:00:00,19:15:00,double,37,5,0,7,690,55.2,75.9,18,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5265,2016-01-09,11:00:00,19:15:00,double,58,10,0,11,1495,104.65,215.28,19,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5266,2016-01-08,11:00:00,19:15:00,double,32,6,0,9,674,53.92,59.31,16,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5267,2016-01-07,11:00:00,19:15:00,double,46,10,0,8,580,34.8,83.52,18,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5268,2016-01-06,11:00:00,19:15:00,double,21,6,0,11,982,58.92,117.84,18,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5269,2016-01-03,11:00:00,19:15:00,double,38,11,0,10,1103,88.24,132.36,20,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5270,2016-01-02,11:00:00,19:15:00,double,27,8,0,18,1408,84.48,270.34,22,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5271,2016-01-01,11:00:00,19:15:00,double,28,9,0,15,1395,97.65,181.35,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5272,2015-12-31,11:00:00,19:15:00,double,40,4,0,11,847,50.82,130.44,20,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5273,2015-12-30,11:00:00,19:15:00,double,31,7,0,6,572,40.04,62.92,17,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5274,2015-12-27,11:00:00,19:15:00,double,20,4,0,11,501,40.08,60.62,19,33,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5275,2015-12-26,11:00:00,19:15:00,double,29,13,0,12,1180,82.6,106.2,16,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5276,2015-12-25,11:00:00,19:15:00,double,43,8,0,8,613,42.91,110.34,22,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5277,2015-12-24,11:00:00,19:15:00,double,54,9,0,6,1113,89.04,173.63,21,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5278,2015-12-23,11:00:00,19:15:00,double,30,7,0,11,1080,64.8,108,16,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5279,2015-12-20,11:00:00,19:15:00,double,35,12,0,9,529,42.32,58.19,18,31,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5280,2015-12-19,11:00:00,19:15:00,double,49,8,0,13,1586,126.88,152.26,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5281,2015-12-18,11:00:00,19:15:00,double,44,7,0,11,1150,92,110.4,16,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5282,2015-12-17,11:00:00,19:15:00,double,51,15,0,12,466,37.28,61.51,19,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5283,2015-12-16,11:00:00,19:15:00,double,50,4,0,10,970,77.6,116.4,20,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5284,2015-12-13,11:00:00,19:15:00,double,41,5,0,8,1289,77.34,154.68,18,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5285,2015-12-12,11:00:00,19:15:00,double,22,11,0,12,1366,81.96,163.92,16,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5286,2015-12-11,11:00:00,19:15:00,double,44,15,0,10,1374,82.44,226.71,21,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5287,2015-12-10,11:00:00,19:15:00,double,51,9,0,8,1110,66.6,146.52,17,42,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5288,2015-12-09,11:00:00,19:15:00,double,22,7,0,11,1010,80.8,88.88,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5289,2015-12-06,11:00:00,19:15:00,double,38,11,0,8,1141,91.28,150.61,20,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5290,2015-12-05,11:00:00,19:15:00,double,55,15,0,16,1029,72.03,172.87,21,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5291,2015-12-04,11:00:00,19:15:00,double,27,5,0,9,766,61.28,84.26,19,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5292,2015-12-03,11:00:00,19:15:00,double,58,7,0,7,600,42,59.4,16,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5293,2015-12-02,11:00:00,19:15:00,double,41,11,0,8,571,39.97,57.1,17,43,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5294,2015-11-29,11:00:00,19:15:00,double,42,8,0,11,637,50.96,77.08,19,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5295,2015-11-28,11:00:00,19:15:00,double,59,8,0,14,1537,122.96,258.22,22,57,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5296,2015-11-27,11:00:00,19:15:00,double,43,12,0,13,820,57.4,73.8,16,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5297,2015-11-26,11:00:00,19:15:00,double,60,8,0,9,424,33.92,59.36,22,35,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5298,2015-11-25,11:00:00,19:15:00,double,32,15,0,10,804,56.28,86.83,16,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5299,2015-11-22,11:00:00,19:15:00,double,25,4,0,8,863,51.78,144.98,20,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5300,2015-11-21,11:00:00,19:15:00,double,25,14,0,15,1079,75.53,168.32,20,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5301,2015-11-20,11:00:00,19:15:00,double,42,15,0,8,857,68.56,92.56,17,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5302,2015-11-19,11:00:00,19:15:00,double,55,7,0,9,1061,74.27,105.04,16,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5303,2015-11-18,11:00:00,19:15:00,double,50,10,0,7,867,60.69,130.05,22,45,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5304,2015-11-15,11:00:00,19:15:00,double,28,10,0,13,1229,86.03,122.9,17,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5305,2015-11-14,11:00:00,19:15:00,double,28,12,0,18,755,52.85,83.05,17,53,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5306,2015-11-13,11:00:00,19:15:00,double,40,10,0,10,1233,98.64,108.5,16,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5307,2015-11-12,11:00:00,19:15:00,double,40,10,0,7,681,40.86,68.1,16,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5308,2015-11-11,11:00:00,19:15:00,double,33,7,0,6,1059,84.72,84.72,16,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5309,2015-11-08,11:00:00,19:15:00,double,42,12,0,12,511,30.66,71.54,20,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5310,2015-11-07,11:00:00,19:15:00,double,53,10,0,15,1418,99.26,204.19,19,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5311,2015-11-06,11:00:00,19:15:00,double,44,14,0,11,924,64.68,91.48,16,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5312,2015-11-05,11:00:00,19:15:00,double,58,7,0,9,728,43.68,128.13,22,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5313,2015-11-04,11:00:00,19:15:00,double,57,14,0,5,773,46.38,93.53,17,39,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5314,2015-11-01,11:00:00,19:15:00,double,41,12,0,8,1003,70.21,156.47,20,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5315,2015-10-31,11:00:00,19:15:00,double,23,12,0,13,1392,97.44,153.12,17,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5316,2015-10-30,11:00:00,19:15:00,double,23,11,0,7,981,78.48,98.1,18,52,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5317,2015-10-29,11:00:00,19:15:00,double,28,12,0,11,674,53.92,66.73,17,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5318,2015-10-28,11:00:00,19:15:00,double,29,5,0,8,1070,64.2,171.2,22,48,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5319,2015-10-25,11:00:00,19:15:00,double,26,10,0,10,1125,90,112.5,18,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5320,2015-10-24,11:00:00,19:15:00,double,24,9,0,8,1525,91.5,292.8,22,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5321,2015-10-23,11:00:00,19:15:00,double,25,7,0,14,622,49.76,74.64,18,44,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5322,2015-10-22,11:00:00,19:15:00,double,20,11,0,7,793,55.51,123.71,20,50,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5323,2015-10-21,11:00:00,19:15:00,double,57,12,0,12,610,48.8,73.81,19,47,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5324,2015-10-18,11:00:00,19:15:00,double,41,7,0,9,1118,67.08,156.52,20,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5325,2015-10-17,11:00:00,19:15:00,double,58,7,0,11,924,64.68,166.32,22,58,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5326,2015-10-16,11:00:00,19:15:00,double,45,6,0,11,791,63.28,94.92,18,51,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5327,2015-10-15,11:00:00,19:15:00,double,20,11,0,12,414,24.84,49.68,18,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5328,2015-10-14,11:00:00,19:15:00,double,44,4,0,12,857,68.56,103.7,19,46,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5329,2015-10-11,11:00:00,19:15:00,double,38,6,0,11,780,62.4,94.38,19,41,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5330,2015-10-10,11:00:00,19:15:00,double,23,8,0,12,1424,113.92,125.31,16,55,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5331,2015-10-09,11:00:00,19:15:00,double,34,12,0,9,1300,91,171.6,19,40,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5332,2015-10-08,11:00:00,19:15:00,double,45,7,0,10,836,58.52,100.32,19,49,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5333,2015-10-07,11:00:00,19:15:00,double,51,9,0,8,1088,87.04,182.78,22,37,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
5334,2015-10-04,11:00:00,19:15:00,double,43,14,0,7,518,31.08,80.81,19,34,None,None,0,2017-02-26 18:57:00,2017-02-26 18:57:00,50,50
